name,bus,p_mw,vm_pu,sn_mva,min_q_mvar,max_q_mvar,scaling,slack,in_service,slack_weight,type,controllable,max_p_mw,min_p_mw
,5443,865.8000000000001,1.059208,,-169.37,382.87,1.0,False,True,0.0,,True,900.0,200.0
,5456,33.99,1.044659,,-11.3,38.49,1.0,False,True,0.0,,True,80.0,0.0
,5460,43.4,1.055685,,-11.55,38.26,1.0,False,True,0.0,,True,80.0,0.0
,5464,18.5,0.997959,,-30.76,31.09,1.0,False,True,0.0,,True,93.47,0.0
,5470,519.6,1.026437,,-104.86,263.39,1.0,False,True,0.0,,True,600.0,200.0
,5478,179.07,1.05048,,-56.11,188.35,1.0,False,True,0.0,,True,400.0,133.33
,5479,47.8,1.043829,,-11.93,37.89,1.0,False,True,0.0,,True,80.0,0.0
,5480,1368.6000000000001,1.05825,,-305.64,920.3100000000001,1.0,False,True,0.0,,True,2000.0,666.67
,5481,56.8,1.042942,,-48.12,101.32000000000001,1.0,False,True,0.0,,True,249.06,0.0
,5485,861.3000000000001,1.055199,,-172.05,441.04,1.0,False,True,0.0,,True,1000.0,333.33
,5486,265.8,1.050272,,-54.43,129.3,1.0,False,True,0.0,,True,300.0,100.0
,5487,-96.4,1.037007,,-12.33,37.49,1.0,False,True,0.0,,True,100.0,-128.53
,5489,3424.8,1.062487,,-686.67,1765.3600000000001,1.0,False,True,0.0,,True,4000.0,1333.33
,5503,29.58,1.033273,,-11.86,37.98,1.0,False,True,0.0,,True,80.0,0.0
,5511,75.62,1.017916,,-30.0,69.67,1.0,False,True,0.0,,True,160.0,0.0
,5512,-196.0,1.030251,,-60.09,185.06,1.0,False,True,0.0,,True,100.0,-261.33
,5529,-95.9,1.011393,,-12.94,36.94,1.0,False,True,0.0,,True,100.0,-127.87
,5532,173.0,1.046404,,-35.71,88.87,1.0,False,True,0.0,,True,200.0,0.0
,5545,21.5,1.063123,,-5.75,19.16,1.0,False,True,0.0,,True,40.0,0.0
,5555,571.8000000000001,1.067161,,-112.2,255.93,1.0,False,True,0.0,,True,600.0,200.0
,5563,57.6,1.038385,,-12.99,36.8,1.0,False,True,0.0,,True,80.0,0.0
,5571,79.60000000000001,1.033768,,-18.48,55.21,1.0,False,True,0.0,,True,120.0,0.0
,5593,-238.20000000000002,1.048652,,-7.42,17.52,1.0,False,True,0.0,,True,100.0,-317.6
,5601,42.0,1.032916,,-34.16,25.84,1.0,False,True,0.0,,True,44.1,0.0
,5602,228.6,1.027661,,-122.88,141.02,1.0,False,True,0.0,,True,240.03,0.0
,5610,33.7,1.079526,,-6.95,17.99,1.0,False,True,0.0,,True,40.0,0.0
,5619,-165.1,1.055555,,-29.74,80.73,1.0,False,True,0.0,,True,100.0,-220.13
,5644,78.17,1.000282,,-21.24,52.51,1.0,False,True,0.0,,True,120.0,0.0
,5655,35.69,1.039989,,-57.96,187.06,1.0,False,True,0.0,,True,100.0,23.79
,5657,229.8,1.005722,,-46.25,103.18,1.0,False,True,0.0,,True,240.0,0.0
,5663,128.0,1.063661,,-27.05,72.71000000000001,1.0,False,True,0.0,,True,160.0,0.0
,5667,152.1,1.028943,,-56.07,164.82,1.0,False,True,0.0,,True,360.0,0.0
,5668,294.54,1.000678,,-15.34,34.47,1.0,False,True,0.0,,True,600.0,100.0
,5669,16.6,1.013301,,-21.7,22.97,1.0,False,True,0.0,,True,67.76,0.0
,5676,64.35,1.033561,,-21.63,52.14,1.0,False,True,0.0,,True,120.0,0.0
,5678,-36.09,1.057325,,-9.55,27.25,1.0,False,True,0.0,,True,100.0,-48.12
,5691,654.8000000000001,1.048689,,-134.01,356.53000000000003,1.0,False,True,0.0,,True,800.0,266.67
,5704,33.4,1.084017,,-8.65,28.17,1.0,False,True,0.0,,True,60.0,0.0
,5708,837.0,1.024594,,-185.15,550.69,1.0,False,True,0.0,,True,1200.0,400.0
,5713,74.8,1.020678,,-18.13,55.48,1.0,False,True,0.0,,True,120.0,0.0
,5716,84.5,1.070074,,-17.33,44.0,1.0,False,True,0.0,,True,100.0,0.0
,5720,114.99000000000001,1.054563,,-27.94,82.65,1.0,False,True,0.0,,True,180.0,0.0
,5721,-42.07,1.009245,,-63.03,31.42,1.0,False,True,0.0,,True,100.0,-56.09
,5725,18.5,1.01699,,-31.54,31.98,1.0,False,True,0.0,,True,95.98,0.0
,5736,13.86,1.008529,,-11.78,38.01,1.0,False,True,0.0,,True,80.0,0.0
,5741,84.5,1.023074,,-16.43,35.69,1.0,False,True,0.0,,True,85.14,28.38
,5749,128.1,1.026001,,-59.95,123.76,1.0,False,True,0.0,,True,306.0,102.0
,5758,448.40000000000003,1.075601,,-113.74000000000001,376.65000000000003,1.0,False,True,0.0,,True,800.0,266.67
,5780,1652.7,1.046351,,-324.79,779.29,1.0,False,True,0.0,,True,1800.0,600.0
,5785,31.7,1.006382,,-17.98,23.3,1.0,False,True,0.0,,True,63.84,0.0
,5786,63.55,1.028374,,-32.56,114.67,1.0,False,True,0.0,,True,240.0,0.0
,5808,354.40000000000003,1.010105,,-75.03,169.19,1.0,False,True,0.0,,True,400.0,133.33
,5810,2.66,1.018688,,-7.41,17.42,1.0,False,True,0.0,,True,40.0,0.0
,5811,292.5,1.031099,,-57.08,126.98,1.0,False,True,0.0,,True,300.0,0.0
,5813,181.20000000000002,1.040708,,-77.17,196.98000000000002,1.0,False,True,0.0,,True,440.0,146.67000000000002
,5820,-74.21000000000001,1.016327,,-46.3,45.83,1.0,False,True,0.0,,True,100.0,-98.94
,5821,111.7,1.063749,,-59.9,185.23,1.0,False,True,0.0,,True,300.0,74.47
,5822,404.6,1.060066,,-85.54,220.75,1.0,False,True,0.0,,True,500.0,166.67000000000002
,5823,935.4,1.050736,,-196.32,539.22,1.0,False,True,0.0,,True,1200.0,400.0
,5824,262.6,0.992342,,-34.05,76.5,1.0,False,True,0.0,,True,600.0,100.0
,5827,13.2,1.027766,,-12.27,13.93,1.0,False,True,0.0,,True,39.98,0.0
,5830,-179.4,1.026046,,-0.74,1.58,1.0,False,True,0.0,,True,100.0,-239.20000000000002
,5837,16.1,1.030725,,-16.97,13.03,1.0,False,True,0.0,,True,16.91,0.0
,5838,101.4,1.013483,,-20.76,53.01,1.0,False,True,0.0,,True,120.0,0.0
,5843,696.8000000000001,1.050341,,-139.88,351.25,1.0,False,True,0.0,,True,800.0,0.0
,5845,-46.5,1.02116,,-57.17,51.99,1.0,False,True,0.0,,True,100.0,-62.0
,5854,453.40000000000003,1.065097,,-114.06,376.39,1.0,False,True,0.0,,True,800.0,266.67
,5855,305.7,1.036185,,-85.0,214.13,1.0,False,True,0.0,,True,480.0,160.0
,5861,68.2,1.059582,,-14.12,35.73,1.0,False,True,0.0,,True,80.0,0.0
,5862,438.2,1.048267,,-131.84,358.2,1.0,False,True,0.0,,True,800.0,266.67
,5863,46.4,1.024889,,-26.47,28.39,1.0,False,True,0.0,,True,48.72,0.0
,5867,514.8,1.048327,,-120.26,369.72,1.0,False,True,0.0,,True,800.0,266.67
,5873,16.16,1.045045,,-14.59,46.53,1.0,False,True,0.0,,True,100.0,10.77
,5880,60.0,1.056126,,-13.13,36.72,1.0,False,True,0.0,,True,80.0,0.0
,5881,106.8,1.077465,,-21.81,52.96,1.0,False,True,0.0,,True,120.0,0.0
,5882,1031.4,1.175144,,-209.31,526.77,1.0,False,True,0.0,,True,1200.0,400.0
,5884,107.8,1.031733,,-21.65,52.11,1.0,False,True,0.0,,True,120.0,0.0
,5893,182.6,1.035315,,-36.39,86.3,1.0,False,True,0.0,,True,200.0,0.0
,5895,55.6,0.986344,,-12.57,37.32,1.0,False,True,0.0,,True,80.0,0.0
,5921,-10.23,1.030869,,-5.39,19.49,1.0,False,True,0.0,,True,100.0,-13.64
,5929,155.19,1.042525,,-31.42,68.33,1.0,False,True,0.0,,True,164.92000000000002,0.0
,5939,-74.9,1.026879,,-7.73,17.21,1.0,False,True,0.0,,True,100.0,-99.87
,5940,51.2,1.051545,,-12.28,37.53,1.0,False,True,0.0,,True,80.0,0.0
,5954,-32.29,1.015926,,-11.99,37.78,1.0,False,True,0.0,,True,100.0,-43.05
,5963,9.35,1.005428,,-12.63,37.05,1.0,False,True,0.0,,True,80.0,0.0
,5969,127.57000000000001,1.017378,,-48.34,172.47,1.0,False,True,0.0,,True,360.0,0.0
,5970,1221.2,1.076888,,-291.64,934.54,1.0,False,True,0.0,,True,2000.0,666.67
,5972,102.8,1.055332,,-24.44,75.26,1.0,False,True,0.0,,True,160.0,0.0
,5974,60.4,1.0347,,-13.72,35.9,1.0,False,True,0.0,,True,80.0,0.0
,5976,310.7,1.030489,,-65.27,179.91,1.0,False,True,0.0,,True,400.0,133.33
,5979,269.1,1.05163,,-54.22,129.72,1.0,False,True,0.0,,True,300.0,0.0
,5982,-102.5,1.061878,,-12.59,37.27,1.0,False,True,0.0,,True,100.0,-136.67000000000002
,5984,560.66,1.120491,,-128.13,362.21,1.0,False,True,0.0,,True,800.0,266.67
,5985,1499.6000000000001,1.103376,,-341.63,884.39,1.0,False,True,0.0,,True,2000.0,666.67
,5987,492.0,1.069038,,-117.06,373.58,1.0,False,True,0.0,,True,800.0,266.67
,5990,854.6,1.012716,,-217.25,517.55,1.0,False,True,0.0,,True,1200.0,400.0
,5993,-87.3,1.036793,,-61.08,60.51,1.0,False,True,0.0,,True,100.0,-116.4
,5997,-68.1,1.02348,,-36.06,27.48,1.0,False,True,0.0,,True,100.0,-90.8
,5999,617.7,1.085353,,-139.21,411.66,1.0,False,True,0.0,,True,900.0,300.0
,6000,19.2,1.036406,,-7.7,7.11,1.0,False,True,0.0,,True,20.1,0.0
,6032,49.87,1.013332,,-17.93,56.86,1.0,False,True,0.0,,True,120.0,0.0
,6035,820.2,1.036335,,-161.16,390.40000000000003,1.0,False,True,0.0,,True,900.0,300.0
,6045,636.63,1.094629,,-138.95000000000002,351.66,1.0,False,True,0.0,,True,800.0,266.67
,6085,88.2,1.017402,,-57.99,42.01,1.0,False,True,0.0,,True,92.61,0.0
,6087,-278.2,1.069764,,-15.14,34.67,1.0,False,True,0.0,,True,100.0,-370.93
,6089,60.4,1.030088,,-13.23,36.58,1.0,False,True,0.0,,True,80.0,0.0
,6091,774.9,1.035378,,-155.88,395.59000000000003,1.0,False,True,0.0,,True,900.0,300.0
,6099,-139.51,1.041341,,-59.55,185.63,1.0,False,True,0.0,,True,100.0,-186.01
,6102,164.5,1.013429,,-42.37,141.39000000000001,1.0,False,True,0.0,,True,300.0,100.0
,6104,84.9,1.010683,,-19.07,55.73,1.0,False,True,0.0,,True,120.0,0.0
,6119,58.6,1.024222,,-13.07,36.73,1.0,False,True,0.0,,True,80.0,0.0
,6123,490.0,1.025031,,-124.05,254.71,1.0,False,True,0.0,,True,790.0,263.33
,6128,356.0,1.033744,,-71.8,173.49,1.0,False,True,0.0,,True,400.0,133.33
,6129,49.4,1.026444,,-12.12,37.68,1.0,False,True,0.0,,True,80.0,0.0
,6130,602.4,1.133869,,-136.33,415.26,1.0,False,True,0.0,,True,900.0,300.0
,6137,-121.9,1.010882,,-7.99,16.91,1.0,False,True,0.0,,True,100.0,-162.53
,6143,9.9,0.987224,,-2.03,4.21,1.0,False,True,0.0,,True,10.04,0.0
,6144,190.58,1.019556,,-42.6,104.76,1.0,False,True,0.0,,True,240.0,0.0
,6152,94.3,1.019885,,-261.82,249.65,1.0,False,True,0.0,,True,769.94,32.08
,6167,26.3,1.047693,,-14.93,19.86,1.0,False,True,0.0,,True,53.76,0.0
,6168,-85.8,1.033616,,-11.27,38.48,1.0,False,True,0.0,,True,100.0,-114.4
,6174,405.8,1.023886,,-147.69,258.8,1.0,False,True,0.0,,True,426.09000000000003,0.0
,6178,65.9,1.036613,,-14.41,35.43,1.0,False,True,0.0,,True,80.0,0.0
,6180,540.0,1.000322,,-133.98,194.93,1.0,False,True,0.0,,True,576.0,192.0
,6181,55.8,1.054529,,-16.7,57.93,1.0,False,True,0.0,,True,120.0,0.0
,6200,310.40000000000003,1.049209,,-66.25,178.97,1.0,False,True,0.0,,True,400.0,133.33
,6203,767.5,1.02934,,-164.56,447.13,1.0,False,True,0.0,,True,1000.0,333.33
,6206,411.8,1.03672,,-93.01,274.12,1.0,False,True,0.0,,True,600.0,200.0
,6232,879.6,1.017658,,-189.97,545.6800000000001,1.0,False,True,0.0,,True,1200.0,400.0
,6236,-83.33,1.01301,,-3.65,2.42,1.0,False,True,0.0,,True,100.0,-111.11
,6238,5.3,1.026501,,-1.07,2.24,1.0,False,True,0.0,,True,5.32,0.0
,6241,81.3,1.018892,,-19.08,55.52,1.0,False,True,0.0,,True,120.0,0.0
,6248,333.2,1.040939,,-68.21000000000001,177.29,1.0,False,True,0.0,,True,400.0,133.33
,6269,450.40000000000003,1.02754,,-187.97,265.02,1.0,False,True,0.0,,True,472.92,0.0
,6278,-32.89,1.008432,,-11.69,38.09,1.0,False,True,0.0,,True,100.0,-43.85
,6279,117.9,1.017343,,-23.49,51.25,1.0,False,True,0.0,,True,120.0,0.0
,6283,91.9,1.057119,,-18.57,42.68,1.0,False,True,0.0,,True,100.0,0.0
,6290,55.5,1.036939,,-16.6,58.12,1.0,False,True,0.0,,True,120.0,0.0
,6328,223.4,0.991058,,-49.15,134.08,1.0,False,True,0.0,,True,300.0,100.0
,6330,48.8,1.050971,,-12.05,37.76,1.0,False,True,0.0,,True,80.0,0.0
,6331,96.0,1.065904,,-27.95,96.56,1.0,False,True,0.0,,True,200.0,0.0
,6333,66.6,1.005334,,-17.36,56.24,1.0,False,True,0.0,,True,120.0,0.0
,6337,29.5,1.022507,,-16.86,21.92,1.0,False,True,0.0,,True,59.98,0.0
,6350,22.08,1.0521,,-11.56,38.29,1.0,False,True,0.0,,True,80.0,0.0
,6357,40.79,0.986287,,-12.12,37.69,1.0,False,True,0.0,,True,80.0,0.0
,6365,188.9,1.077817,,-44.62,139.07,1.0,False,True,0.0,,True,300.0,100.0
,6367,-145.3,1.042432,,-23.46,51.11,1.0,False,True,0.0,,True,100.0,-193.73000000000002
,6369,450.40000000000003,1.014839,,-177.81,279.2,1.0,False,True,0.0,,True,538.0,179.33
,6372,-201.0,1.04869,,-27.06,72.5,1.0,False,True,0.0,,True,100.0,-268.0
,6373,318.40000000000003,1.077431,,-68.15,176.70000000000002,1.0,False,True,0.0,,True,400.0,0.0
,6375,-27.8,1.044986,,-50.73,148.65,1.0,False,True,0.0,,True,100.0,-37.07
,6402,52.8,1.020309,,-45.87,32.13,1.0,False,True,0.0,,True,55.44,0.0
,6409,-57.0,1.044406,,-29.99,23.72,1.0,False,True,0.0,,True,100.0,-76.0
,6412,958.2,1.044796,,-198.63,537.03,1.0,False,True,0.0,,True,1200.0,400.0
,6414,310.83,0.983673,,-38.78,83.58,1.0,False,True,0.0,,True,700.0,200.0
,6418,1156.8,1.095905,,-228.20000000000002,507.58,1.0,False,True,0.0,,True,1200.0,400.0
,6428,171.0,1.035857,,-35.69,88.83,1.0,False,True,0.0,,True,200.0,0.0
,6431,291.2,1.049448,,-64.2,180.93,1.0,False,True,0.0,,True,400.0,0.0
,6433,767.52,1.116905,,-184.73,551.33,1.0,False,True,0.0,,True,1200.0,400.0
,6435,-86.5,1.01064,,-1.04,2.26,1.0,False,True,0.0,,True,100.0,-115.34
,6447,19.39,1.004995,,-6.63,18.36,1.0,False,True,0.0,,True,40.0,0.0
,6457,91.2,1.078056,,-18.24,43.09,1.0,False,True,0.0,,True,100.0,0.0
,6458,77.4,1.005175,,-24.25,86.17,1.0,False,True,0.0,,True,180.0,0.0
,6473,718.5,1.055298,,-174.15,438.72,1.0,False,True,0.0,,True,1000.0,333.33
,6482,86.3,1.064876,,-19.51,55.34,1.0,False,True,0.0,,True,120.0,0.0
,6483,1168.8,1.024853,,-227.3,508.02000000000004,1.0,False,True,0.0,,True,1200.0,400.0
,6491,304.8,1.004319,,-65.0,180.02,1.0,False,True,0.0,,True,400.0,133.33
,6496,701.6,1.064333,,-141.85,348.83,1.0,False,True,0.0,,True,800.0,266.67
,6497,187.8,1.019,,-91.35000000000001,52.65,1.0,False,True,0.0,,True,197.19,0.0
,6501,44.99,1.002332,,-12.19,37.56,1.0,False,True,0.0,,True,80.0,0.0
,6515,228.20000000000002,1.050158,,-47.83,126.73,1.0,False,True,0.0,,True,280.0,0.0
,6517,1254.0,0.999167,,-586.54,388.92,1.0,False,True,0.0,,True,1408.0,469.33
,6524,16.0,1.007591,,-9.88,6.12,1.0,False,True,0.0,,True,16.8,0.0
,6551,-204.20000000000002,1.045563,,-12.16,37.58,1.0,False,True,0.0,,True,100.0,-272.27
,6586,56.1,1.017615,,-38.3,27.23,1.0,False,True,0.0,,True,58.91,0.0
,6590,209.39000000000001,1.040735,,-56.61,188.45000000000002,1.0,False,True,0.0,,True,400.0,133.33
,6593,488.87,1.022988,,-137.06,414.32,1.0,False,True,0.0,,True,900.0,300.0
,6607,-22.07,1.019233,,-13.56,47.56,1.0,False,True,0.0,,True,100.0,-29.43
,6620,290.3,1.077535,,-58.12,125.60000000000001,1.0,False,True,0.0,,True,300.0,0.0
,6625,31.9,1.042091,,-6.66,18.32,1.0,False,True,0.0,,True,40.0,0.0
,6626,99.5,1.064448,,-19.23,42.14,1.0,False,True,0.0,,True,100.0,33.33
,6631,2013.9,1.057948,,-459.09000000000003,1378.19,1.0,False,True,0.0,,True,3000.0,1000.0
,6640,37.8,1.007887,,-11.19,38.53,1.0,False,True,0.0,,True,80.0,0.0
,6653,742.76,1.021829,,-153.26,337.04,1.0,False,True,0.0,,True,800.0,266.67
,6655,249.0,1.021248,,-52.24,131.88,1.0,False,True,0.0,,True,300.0,0.0
,6660,79.9,0.997723,,-16.82,44.49,1.0,False,True,0.0,,True,100.0,0.0
,6679,41.41,1.025575,,-8.66,28.15,1.0,False,True,0.0,,True,60.0,0.0
,6680,21.3,1.067534,,-35.5,36.22,1.0,False,True,0.0,,True,108.38,0.0
,6702,989.7,1.089943,,-201.87,533.98,1.0,False,True,0.0,,True,1200.0,400.0
,6714,32.8,1.025113,,-6.9,18.03,1.0,False,True,0.0,,True,40.0,0.0
,6733,382.7,1.061659,,-132.09,311.52,1.0,False,True,0.0,,True,720.0,0.0
,6735,670.8000000000001,1.032666,,-144.96,405.88,1.0,False,True,0.0,,True,900.0,300.0
,6738,59.4,1.07283,,-12.97,36.93,1.0,False,True,0.0,,True,80.0,0.0
,6752,68.2,1.045824,,-14.02,35.87,1.0,False,True,0.0,,True,80.0,0.0
,6755,32.2,1.025997,,-8.57,28.24,1.0,False,True,0.0,,True,60.0,0.0
,6763,9.9,0.99015,,-2.0,4.21,1.0,False,True,0.0,,True,9.99,0.0
,6777,276.8,1.038013,,-62.02,183.4,1.0,False,True,0.0,,True,400.0,133.33
,6779,14.5,1.074673,,-8.06,10.68,1.0,False,True,0.0,,True,29.19,4.86
,6792,32.6,1.049876,,-8.61,28.21,1.0,False,True,0.0,,True,60.0,0.0
,6797,949.7,1.018682,,-183.48,429.61,1.0,False,True,0.0,,True,1000.0,333.33
,6806,44.07,1.025274,,-22.46,77.14,1.0,False,True,0.0,,True,160.0,0.0
,6810,113.9,1.093866,,-29.23,93.15,1.0,False,True,0.0,,True,200.0,0.0
,6815,16.53,1.062526,,-22.26,77.35000000000001,1.0,False,True,0.0,,True,160.0,0.0
,6819,15.9,1.047984,,-9.06,11.99,1.0,False,True,0.0,,True,32.53,0.0
,6821,251.0,1.039383,,-52.36,131.81,1.0,False,True,0.0,,True,300.0,0.0
,6830,-57.5,1.031732,,-14.25,35.62,1.0,False,True,0.0,,True,100.0,-76.67
,6837,578.0,1.050849,,-112.31,255.23000000000002,1.0,False,True,0.0,,True,600.0,200.0
,6842,60.67,1.013427,,-19.96,54.68,1.0,False,True,0.0,,True,120.0,0.0
,6844,102.9,1.045173,,-21.47,53.24,1.0,False,True,0.0,,True,120.0,0.0
,6846,297.7,1.018848,,-63.96,181.63,1.0,False,True,0.0,,True,400.0,0.0
,6849,30.0,1.010801,,-3.18,1.74,1.0,False,True,0.0,,True,31.5,0.0
,6851,-344.90000000000003,1.034908,,-6.34,18.56,1.0,False,True,0.0,,True,100.0,-459.87
,6856,2463.6,1.018722,,-585.95,1865.83,1.0,False,True,0.0,,True,4000.0,1333.33
,6860,-76.4,1.037118,,-11.45,38.34,1.0,False,True,0.0,,True,100.0,-101.87
,6863,64.6,1.020438,,-13.75,36.08,1.0,False,True,0.0,,True,80.0,0.0
,6867,48.5,1.042934,,-36.66,23.34,1.0,False,True,0.0,,True,50.92,0.0
,6873,362.8,1.03371,,-72.85000000000001,172.42000000000002,1.0,False,True,0.0,,True,400.0,133.33
,6876,19.8,1.062542,,-32.95,33.57,1.0,False,True,0.0,,True,100.51,0.0
,6887,133.0,1.046712,,-59.87,189.31,1.0,False,True,0.0,,True,300.0,88.67
,6892,306.6,1.002405,,-154.22,122.24000000000001,1.0,False,True,0.0,,True,364.0,121.33
,6899,420.5,1.08427,,-87.48,218.81,1.0,False,True,0.0,,True,500.0,166.67000000000002
,6906,520.5,1.059798,,-146.46,327.04,1.0,False,True,0.0,,True,760.0,0.0
,6909,116.8,1.028742,,-87.09,104.8,1.0,False,True,0.0,,True,295.83,0.0
,6913,173.4,1.083288,,-35.35,87.28,1.0,False,True,0.0,,True,200.0,0.0
,6919,-9.7,1.008862,,-25.23,14.77,1.0,False,True,0.0,,True,100.0,-12.93
,6923,131.2,1.02139,,-25.39,56.01,1.0,False,True,0.0,,True,132.84,44.28
,6929,98.3,1.047953,,-55.01,72.88,1.0,False,True,0.0,,True,199.23000000000002,33.21
,6933,-42.68,1.059171,,-8.69,28.12,1.0,False,True,0.0,,True,100.0,-56.91
,6935,665.8000000000001,1.022407,,-162.64000000000001,388.7,1.0,False,True,0.0,,True,900.0,300.0
,6936,156.62,1.025063,,-56.96,188.15,1.0,False,True,0.0,,True,400.0,100.0
,6946,227.5,1.049432,,-48.29,126.09,1.0,False,True,0.0,,True,280.0,0.0
,6947,319.2,1.010398,,-66.23,179.39000000000001,1.0,False,True,0.0,,True,400.0,0.0
,6949,10.6,1.020998,,-14.0,11.7,1.0,False,True,0.0,,True,31.5,0.0
,6966,269.0,1.065194,,-60.73,184.53,1.0,False,True,0.0,,True,400.0,133.33
,6968,39.8,1.069563,,-11.27,38.53,1.0,False,True,0.0,,True,80.0,0.0
,6981,-12.6,1.039641,,-18.44,56.22,1.0,False,True,0.0,,True,100.0,-16.8
,6992,152.19,1.069361,,-33.05,89.69,1.0,False,True,0.0,,True,200.0,0.0
,6998,1780.9,1.083106,,-363.97,862.0500000000001,1.0,False,True,0.0,,True,2000.0,666.67
,7007,862.0,1.04776,,-186.61,401.3,1.0,False,True,0.0,,True,960.0,0.0
,7024,-199.6,1.027158,,-7.34,17.59,1.0,False,True,0.0,,True,100.0,-266.13
,7026,77.3,1.043049,,-73.7,175.51,1.0,False,True,0.0,,True,400.0,0.0
,7027,438.5,1.031022,,-87.68,219.32,1.0,False,True,0.0,,True,500.0,166.67000000000002
,7028,1152.7,1.058412,,-226.73000000000002,507.73,1.0,False,True,0.0,,True,1200.0,400.0
,7031,204.0,1.004806,,-71.57000000000001,131.74,1.0,False,True,0.0,,True,214.20000000000002,0.0
,7032,182.88,1.098728,,-54.85,190.44,1.0,False,True,0.0,,True,400.0,133.33
,7035,65.8,1.038394,,-13.72,36.16,1.0,False,True,0.0,,True,80.0,0.0
,7048,55.5,1.052472,,-16.56,58.18,1.0,False,True,0.0,,True,120.0,0.0
,7055,448.85,1.000187,,-100.98,267.36,1.0,False,True,0.0,,True,600.0,200.0
,7057,50.4,1.040913,,-12.2,37.59,1.0,False,True,0.0,,True,80.0,0.0
,7062,423.2,1.059581,,-85.89,220.66,1.0,False,True,0.0,,True,500.0,166.67000000000002
,7064,199.5,1.019881,,-46.68,136.87,1.0,False,True,0.0,,True,300.0,100.0
,7074,-49.37,1.019093,,-11.89,13.41,1.0,False,True,0.0,,True,100.0,-65.83
,7084,292.8,1.044403,,-57.12,126.93,1.0,False,True,0.0,,True,300.0,0.0
,7088,-178.8,1.081026,,-11.44,38.35,1.0,False,True,0.0,,True,100.0,-238.4
,7092,119.2,1.03985,,-29.42,93.14,1.0,False,True,0.0,,True,200.0,0.0
,7103,234.20000000000002,1.002634,,-50.29,133.02,1.0,False,True,0.0,,True,300.0,100.0
,7106,9.5,1.040026,,-67.55,177.44,1.0,False,True,0.0,,True,100.0,6.33
,7112,159.8,1.033847,,-63.88,71.21000000000001,1.0,False,True,0.0,,True,167.79,0.0
,7113,-207.1,1.083134,,-20.35,54.38,1.0,False,True,0.0,,True,100.0,-276.13
,7114,65.87,1.026738,,-83.34,95.06,1.0,False,True,0.0,,True,272.28000000000003,0.0
,7127,490.0,1.007918,,-126.57000000000001,251.35,1.0,False,True,0.0,,True,790.0,263.33
,7133,73.3,1.039671,,-50.58,37.42,1.0,False,True,0.0,,True,94.5,0.0
,7136,876.4,1.024472,,-219.17000000000002,516.03,1.0,False,True,0.0,,True,1200.0,400.0
,7152,13.48,1.034539,,-7.31,17.61,1.0,False,True,0.0,,True,40.0,0.0
,7158,861.3000000000001,1.055132,,-172.05,441.04,1.0,False,True,0.0,,True,1000.0,333.33
,7165,54.66,1.002006,,-19.65,55.11,1.0,False,True,0.0,,True,120.0,0.0
,7168,56.4,1.087809,,-12.77,37.06,1.0,False,True,0.0,,True,80.0,0.0
,7182,1250.6000000000001,1.104721,,-297.63,926.47,1.0,False,True,0.0,,True,2000.0,666.67
,7199,177.08,1.022531,,-38.61,86.18,1.0,False,True,0.0,,True,200.0,0.0
,7206,119.2,1.039936,,-29.42,93.14,1.0,False,True,0.0,,True,200.0,0.0
,7208,7.3,1.049275,,-1.46,3.12,1.0,False,True,0.0,,True,7.35,0.0
,7211,66.3,1.021331,,-62.02,70.22,1.0,False,True,0.0,,True,202.70000000000002,0.0
,7213,359.1,1.0752,,-70.61,174.75,1.0,False,True,0.0,,True,400.0,133.33
,7222,49.0,1.018777,,-54.41,41.59,1.0,False,True,0.0,,True,51.62,0.0
,7226,650.0,1.008346,,-234.09,279.66,1.0,False,True,0.0,,True,730.0,243.33
,7227,524.9,1.172784,,-120.32000000000001,370.35,1.0,False,True,0.0,,True,800.0,266.67
,7237,-16.8,1.019781,,-82.06,92.99,1.0,False,True,0.0,,True,100.0,-22.4
,7249,19.58,1.041313,,-7.7,17.26,1.0,False,True,0.0,,True,40.0,0.0
,7256,21.3,1.023182,,-35.23,35.77,1.0,False,True,0.0,,True,107.29,0.0
,7259,32.0,1.020734,,-6.28,13.73,1.0,False,True,0.0,,True,32.7,10.9
,7266,-39.7,1.006635,,-34.84,89.84,1.0,False,True,0.0,,True,100.0,-52.93
,7269,766.8000000000001,1.063771,,-156.12,394.86,1.0,False,True,0.0,,True,900.0,300.0
,7277,354.7,1.063694,,-71.05,174.01,1.0,False,True,0.0,,True,400.0,133.33
,7278,-681.7,1.02664,,-6.64,14.78,1.0,False,True,0.0,,True,100.0,-908.9300000000001
,7280,460.5,1.020691,,-349.16,318.74,1.0,False,True,0.0,,True,673.72,0.0
,7281,2340.4,1.029197,,-588.16,1862.29,1.0,False,True,0.0,,True,4000.0,1333.33
,7292,-64.7,1.029739,,-12.12,37.71,1.0,False,True,0.0,,True,100.0,-86.27
,7302,856.4,1.026431,,-167.04,384.34000000000003,1.0,False,True,0.0,,True,900.0,300.0
,7326,59.06,1.046207,,-23.62,76.11,1.0,False,True,0.0,,True,160.0,0.0
,7327,53.0,0.98954,,-12.39,37.45,1.0,False,True,0.0,,True,80.0,0.0
,7328,62.8,1.037608,,-13.55,36.26,1.0,False,True,0.0,,True,80.0,0.0
,7329,399.0,1.166291,,-77.81,167.11,1.0,False,True,0.0,,True,401.01,133.67000000000002
